6LMO9UEL,1,0
6LMO9UEL,2,0
6LMO9UEL,3,0
6LMO9UEL,4,0
6LMO9UEL,5,0
6LMO9UEL,6,0
6LMO9UEL,7,0
6LMO9UEL,8,0
6LMO9UEL,1,1
6LMO9UEL,2,1
6LMO9UEL,4,1
6LMO9UEL,5,1
6LMO9UEL,7,1
6LMO9UEL,8,1
6LMO9UEL,3,2
6LMO9UEL,5,2
6LMO9UEL,8,2
6LMO9UEL,7,3
Y2OP2DV5,2,0
Y2OP2DV5,3,0
Y2OP2DV5,4,0
Y2OP2DV5,6,0
Y2OP2DV5,2,1
Y2OP2DV5,3,1
Y2OP2DV5,5,1
Y2OP2DV5,6,1
Y2OP2DV5,2,3
Y2OP2DV5,3,3
Y2OP2DV5,4,3
Y2OP2DV5,5,3
Y2OP2DV5,2,4
Y2OP2DV5,3,4
Y2OP2DV5,4,4
Y2OP2DV5,5,4
Y2OP2DV5,6,4
Y2OP2DV5,2,6
Y2OP2DV5,3,6
Y2OP2DV5,6,6
Y2OP2DV5,2,7
Y2OP2DV5,3,7
Y2OP2DV5,4,7
Y2OP2DV5,6,7
Y2OP2DV5,2,9
Y2OP2DV5,3,10
Y2OP2DV5,4,10
Y2OP2DV5,6,10
U2LFWLUU,1,2
U2LFWLUU,2,2
U2LFWLUU,3,2
U2LFWLUU,4,2
U2LFWLUU,5,2
U2LFWLUU,6,2
U2LFWLUU,7,2
U2LFWLUU,1,4
U2LFWLUU,2,4
U2LFWLUU,3,4
U2LFWLUU,4,4
U2LFWLUU,5,4
U2LFWLUU,6,4
U2LFWLUU,7,4
AIEFQYYB,6,1
AIEFQYYB,8,1
AIEFQYYB,9,1
AIEFQYYB,10,1
AIEFQYYB,11,1
AIEFQYYB,12,1
JKUUNUSK,1,0
JKUUNUSK,2,0
JKUUNUSK,3,0
JKUUNUSK,4,0
JKUUNUSK,5,0
JKUUNUSK,6,0
JKUUNUSK,7,0
JKUUNUSK,8,0
JKUUNUSK,9,0
JKUUNUSK,10,0
JKUUNUSK,11,0
JKUUNUSK,12,0
JKUUNUSK,13,0
JKUUNUSK,14,0
JKUUNUSK,15,0
JKUUNUSK,16,0
JKUUNUSK,17,0
JKUUNUSK,18,0
JKUUNUSK,19,0
JKUUNUSK,20,0
JKUUNUSK,21,0
JKUUNUSK,22,0
JKUUNUSK,23,0
JKUUNUSK,24,0
JKUUNUSK,25,0
JKUUNUSK,26,0
JKUUNUSK,27,0
JKUUNUSK,29,0
JKUUNUSK,30,0
JKUUNUSK,31,0
JKUUNUSK,32,0
JKUUNUSK,33,0
JKUUNUSK,34,0
JKUUNUSK,35,0
JKUUNUSK,36,0
JKUUNUSK,37,0
JKUUNUSK,38,0
JKUUNUSK,39,0
JKUUNUSK,40,0
JKUUNUSK,41,0
JKUUNUSK,42,0
JKUUNUSK,43,0
JKUUNUSK,44,0
JKUUNUSK,45,0
JKUUNUSK,46,0
JKUUNUSK,47,0
JKUUNUSK,48,0
JKUUNUSK,49,0
JKUUNUSK,50,0
JKUUNUSK,51,0
JKUUNUSK,52,0
JKUUNUSK,53,0
JKUUNUSK,54,0
JKUUNUSK,55,0
JKUUNUSK,56,0
JKUUNUSK,57,0
JKUUNUSK,58,0
JKUUNUSK,59,0
JKUUNUSK,60,0
JKUUNUSK,61,0
JKUUNUSK,62,0
JKUUNUSK,63,0
JKUUNUSK,64,0
JKUUNUSK,65,0
JKUUNUSK,66,0
JKUUNUSK,67,0
JKUUNUSK,68,0
JKUUNUSK,69,0
JKUUNUSK,70,0
JKUUNUSK,71,0
JKUUNUSK,72,0
JKUUNUSK,74,0
JKUUNUSK,75,0
JKUUNUSK,1,1
JKUUNUSK,2,1
JKUUNUSK,3,1
JKUUNUSK,4,1
JKUUNUSK,5,1
JKUUNUSK,6,1
JKUUNUSK,7,1
JKUUNUSK,8,1
JKUUNUSK,9,1
JKUUNUSK,10,1
JKUUNUSK,11,1
JKUUNUSK,12,1
JKUUNUSK,13,1
JKUUNUSK,14,1
JKUUNUSK,15,1
JKUUNUSK,16,1
JKUUNUSK,17,1
JKUUNUSK,18,1
JKUUNUSK,19,1
JKUUNUSK,20,1
JKUUNUSK,22,1
JKUUNUSK,23,1
JKUUNUSK,24,1
JKUUNUSK,25,1
JKUUNUSK,26,1
JKUUNUSK,27,1
JKUUNUSK,28,1
JKUUNUSK,29,1
JKUUNUSK,30,1
JKUUNUSK,31,1
JKUUNUSK,32,1
JKUUNUSK,33,1
JKUUNUSK,34,1
JKUUNUSK,35,1
JKUUNUSK,36,1
JKUUNUSK,37,1
JKUUNUSK,38,1
JKUUNUSK,39,1
JKUUNUSK,40,1
JKUUNUSK,41,1
JKUUNUSK,42,1
JKUUNUSK,43,1
JKUUNUSK,44,1
JKUUNUSK,45,1
JKUUNUSK,46,1
JKUUNUSK,47,1
JKUUNUSK,48,1
JKUUNUSK,49,1
JKUUNUSK,50,1
JKUUNUSK,51,1
JKUUNUSK,52,1
JKUUNUSK,53,1
JKUUNUSK,54,1
JKUUNUSK,56,1
JKUUNUSK,57,1
JKUUNUSK,58,1
JKUUNUSK,59,1
JKUUNUSK,60,1
JKUUNUSK,61,1
JKUUNUSK,62,1
JKUUNUSK,63,1
JKUUNUSK,64,1
JKUUNUSK,65,1
JKUUNUSK,66,1
JKUUNUSK,67,1
JKUUNUSK,68,1
JKUUNUSK,69,1
JKUUNUSK,70,1
JKUUNUSK,71,1
JKUUNUSK,72,1
JKUUNUSK,73,1
JKUUNUSK,74,1
JKUUNUSK,75,1
JKUUNUSK,1,2
JKUUNUSK,2,2
JKUUNUSK,3,2
JKUUNUSK,4,2
JKUUNUSK,5,2
JKUUNUSK,6,2
JKUUNUSK,7,2
JKUUNUSK,8,2
JKUUNUSK,9,2
JKUUNUSK,10,2
JKUUNUSK,11,2
JKUUNUSK,12,2
JKUUNUSK,13,2
JKUUNUSK,14,2
JKUUNUSK,15,2
JKUUNUSK,16,2
JKUUNUSK,17,2
JKUUNUSK,18,2
JKUUNUSK,19,2
JKUUNUSK,20,2
JKUUNUSK,21,2
JKUUNUSK,22,2
JKUUNUSK,23,2
JKUUNUSK,24,2
JKUUNUSK,25,2
JKUUNUSK,26,2
JKUUNUSK,27,2
JKUUNUSK,28,2
JKUUNUSK,29,2
JKUUNUSK,30,2
JKUUNUSK,31,2
JKUUNUSK,32,2
JKUUNUSK,33,2
JKUUNUSK,34,2
JKUUNUSK,35,2
JKUUNUSK,36,2
JKUUNUSK,37,2
JKUUNUSK,38,2
JKUUNUSK,39,2
JKUUNUSK,40,2
JKUUNUSK,41,2
JKUUNUSK,42,2
JKUUNUSK,43,2
JKUUNUSK,44,2
JKUUNUSK,45,2
JKUUNUSK,46,2
JKUUNUSK,47,2
JKUUNUSK,48,2
JKUUNUSK,49,2
JKUUNUSK,50,2
JKUUNUSK,51,2
JKUUNUSK,52,2
JKUUNUSK,53,2
JKUUNUSK,54,2
JKUUNUSK,55,2
JKUUNUSK,56,2
JKUUNUSK,57,2
JKUUNUSK,58,2
JKUUNUSK,59,2
JKUUNUSK,60,2
JKUUNUSK,61,2
JKUUNUSK,62,2
JKUUNUSK,63,2
JKUUNUSK,64,2
JKUUNUSK,65,2
JKUUNUSK,66,2
JKUUNUSK,67,2
JKUUNUSK,68,2
JKUUNUSK,69,2
JKUUNUSK,70,2
JKUUNUSK,71,2
JKUUNUSK,72,2
JKUUNUSK,73,2
JKUUNUSK,74,2
JKUUNUSK,75,2
JKUUNUSK,39,3
JKUUNUSK,1,4
JKUUNUSK,2,4
JKUUNUSK,3,4
JKUUNUSK,4,4
JKUUNUSK,5,4
JKUUNUSK,6,4
